,word data,ocr data,conf,check,ocr time
351,a,a,96,0,
352,t,t,96,0,
353,t,t,96,0,
354,h,h,96,0,
355,e,e,96,0,
356,d,d,96,0,
357,a,a,96,0,
358,t,t,96,0,
359,e,e,96,0,
360,t,t,96,0,
361,o,o,96,0,
362,w,w,96,0,
363,h,h,96,0,
364,i,i,96,0,
365,c,c,96,0,
366,h,h,96,0,
367,t,t,96,0,
368,h,h,96,0,
369,e,e,96,0,
370,r,r,96,0,
371,e,e,96,0,
372,t,t,96,0,
373,u,u,96,0,
374,r,r,96,0,
375,n,n,96,0,
376,i,i,96,0,
377,s,s,96,0,
378,m,m,96,0,
379,a,a,96,0,
380,d,d,96,0,
381,e,e,96,0,
382,u,u,96,0,
383,p,p,96,0,
384,2,,,1,
385,P,P,96,0,
386,l,l,96,0,
387,e,e,96,0,
388,a,a,96,0,
389,s,s,96,0,
390,e,e,96,0,
391,f,f,95,0,
392,i,i,95,0,
393,l,l,95,0,
394,l,l,95,0,
395,i,i,95,0,
396,n,n,95,0,
397,a,a,95,0,
398,l,l,95,0,
399,l,l,95,0,
400,p,p,96,0,
401,a,a,96,0,
402,r,r,96,0,
403,t,t,96,0,
404,i,i,96,0,
405,c,c,96,0,
406,u,u,96,0,
407,l,l,96,0,
408,a,a,96,0,
409,r,r,96,0,
410,s,s,96,0,
411,a,a,96,0,
412,n,n,96,0,
413,d,d,96,0,
414,c,c,96,0,
415,o,o,96,0,
416,m,m,96,0,
417,p,p,96,0,
418,l,l,96,0,
419,e,e,96,0,
420,t,t,96,0,
421,e,e,96,0,
422,a,a,95,0,
423,l,l,95,0,
424,l,l,95,0,
425,i,i,96,0,
426,t,t,96,0,
427,e,e,96,0,
428,m,m,96,0,
429,s,s,96,0,
430,c,c,96,0,
431,o,o,96,0,
432,n,n,96,0,
433,s,s,96,0,
434,i,i,96,0,
435,s,s,96,0,
436,t,t,96,0,
437,e,e,96,0,
438,n,n,96,0,
439,t,t,96,0,
440,l,l,96,0,
441,y,y,96,0,
442,i,i,96,0,
443,n,n,96,0,
444,e,e,96,0,
445,i,i,96,0,
446,t,t,96,0,
447,h,h,96,0,
448,e,e,96,0,
449,r,r,96,0,
450,C,C,96,0,
451,h,h,96,0,
452,i,i,96,0,
453,n,n,96,0,
454,e,e,96,0,
455,s,s,96,0,
456,e,e,96,0,
457,o,o,96,0,
458,r,r,96,0,
459,E,E,92,0,
460,n,n,92,0,
461,g,g,92,0,
462,l,l,92,0,
463,i,i,92,0,
464,s,s,92,0,
465,h,h,92,0,
466,T,T,92,0,
467,r,r,92,0,
468,a,a,92,0,
469,d,d,92,0,
470,i,i,92,0,
471,t,t,92,0,
472,i,i,92,0,
473,o,o,92,0,
474,n,n,92,0,
475,a,a,92,0,
476,l,l,92,0,
477,C,C,96,0,
478,h,h,96,0,
479,i,i,96,0,
480,n,n,96,0,
481,e,e,96,0,
482,s,s,96,0,
483,e,e,96,0,
484,c,c,96,0,
485,h,h,96,0,
486,a,a,96,0,
487,r,r,96,0,
488,a,a,96,0,
489,c,c,96,0,
490,t,t,96,0,
491,e,e,96,0,
492,r,r,96,0,
493,s,s,96,0,
494,s,s,96,0,
495,h,h,96,0,
496,o,o,96,0,
497,u,u,96,0,
498,l,l,96,0,
499,d,d,96,0,
500,b,b,95,0,
501,e,e,95,0,
502,u,u,96,0,
503,s,s,96,0,
504,e,e,96,0,
505,d,d,96,0,
506,i,i,96,0,
507,f,f,96,0,
508,t,t,96,0,
509,h,h,96,0,
510,e,e,96,0,
511,f,f,96,0,
512,o,o,96,0,
513,r,r,96,0,
514,m,m,96,0,
515,i,i,96,0,
516,s,s,96,0,
517,c,c,96,0,
518,o,o,96,0,
519,m,m,96,0,
520,p,p,96,0,
521,l,l,96,0,
522,e,e,96,0,
523,t,t,96,0,
524,e,e,96,0,
525,d,d,96,0,
526,i,i,95,0,
527,n,n,95,0,
528,C,C,93,0,
529,h,h,93,0,
530,i,i,93,0,
531,n,n,93,0,
532,e,e,93,0,
533,s,s,93,0,
534,e,e,93,0,
535,P,P,96,0,
536,l,l,96,0,
537,e,e,96,0,
538,a,a,96,0,
539,s,s,96,0,
540,e,e,96,0,
541,n,n,96,0,
542,o,o,96,0,
543,t,t,96,0,
544,e,e,96,0,
545,t,t,96,0,
546,h,h,96,0,
547,a,a,96,0,
548,t,t,96,0,
549,h,h,96,0,
550,a,a,96,0,
551,n,n,96,0,
552,d,d,96,0,
553,w,w,96,0,
554,r,r,96,0,
555,i,i,96,0,
556,t,t,96,0,
557,t,t,96,0,
558,e,e,96,0,
559,n,n,96,0,
560,f,f,96,0,
561,o,o,96,0,
562,r,r,96,0,
563,m,m,96,0,
564,s,s,96,0,
565,m,m,96,0,
566,a,a,96,0,
567,y,y,96,0,
568,b,b,96,0,
569,e,e,96,0,
570,r,r,96,0,
571,e,e,96,0,
572,j,j,96,0,
573,e,e,96,0,
574,c,c,96,0,
575,t,t,96,0,
576,e,e,96,0,
577,d,d,96,0,
578,b,b,96,0,
579,y,y,96,0,
580,t,t,96,0,
581,h,h,96,0,
582,e,e,96,0,
583,C,C,96,0,
584,o,o,96,0,
585,m,m,96,0,
586,p,p,96,0,
587,a,a,96,0,
588,n,n,96,0,
589,i,i,96,0,
590,e,e,96,0,
591,s,s,96,0,
592,R,R,96,0,
593,e,e,96,0,
594,g,g,96,0,
595,i,i,96,0,
596,s,s,96,0,
597,t,t,96,0,
598,r,r,96,0,
599,y,y,96,0,
600,3,,,1,
601,P,P,96,0,
602,l,l,96,0,
603,e,e,96,0,
604,a,a,96,0,
605,s,s,96,0,
606,e,e,96,0,
607,c,c,96,0,
608,o,o,96,0,
609,m,m,96,0,
610,p,p,96,0,
611,l,l,96,0,
612,e,e,96,0,
613,t,t,96,0,
614,e,e,96,0,
615,t,t,93,0,
616,h,h,93,0,
617,e,e,93,0,
618,P,P,88,0,
619,r,r,88,0,
620,e,e,88,0,
621,s,s,88,0,
622,e,e,88,0,
623,n,n,88,0,
624,t,t,88,0,
625,o,o,88,0,
626,r,r,88,0,
627,s,s,88,0,
628,R,R,96,0,
629,e,e,96,0,
630,f,f,96,0,
631,e,e,96,0,
632,r,r,96,0,
633,e,e,96,0,
634,n,n,96,0,
635,c,c,96,0,
636,e,e,96,0,
637,U,U,92,0,
638,n,n,92,0,
639,l,l,92,0,
640,e,e,92,0,
641,s,s,92,0,
642,s,s,92,0,
643,t,t,93,0,
644,h,h,93,0,
645,e,e,93,0,
646,p,p,92,0,
647,r,r,92,0,
648,e,e,92,0,
649,s,s,92,0,
650,e,e,92,0,
651,n,n,92,0,
652,t,t,92,0,
653,o,o,92,0,
654,r,r,92,0,
655,n,n,96,0,
656,e,e,96,0,
657,e,e,96,0,
658,d,d,96,0,
659,s,s,96,0,
660,t,t,96,0,
661,o,o,96,0,
662,r,r,96,0,
663,a,a,96,0,
664,i,i,96,0,
665,s,s,96,0,
666,e,e,96,0,
667,a,a,96,0,
668,s,s,96,0,
669,p,p,96,0,
670,e,e,96,0,
671,c,c,96,0,
672,i,i,96,0,
673,f,f,96,0,
674,i,i,96,0,
675,c,c,96,0,
676,i,i,96,0,
677,s,s,96,0,
678,s,s,96,0,
679,u,u,96,0,
680,e,e,96,0,
681,f,f,96,0,
682,o,o,96,0,
683,r,r,96,0,
684,t,t,97,0,
685,h,h,97,0,
686,e,e,97,0,
687,a,a,96,0,
688,t,t,96,0,
689,t,t,96,0,
690,e,e,96,0,
691,n,n,96,0,
692,t,t,96,0,
693,i,i,96,0,
694,o,o,96,0,
695,n,n,96,0,
696,o,o,97,0,
697,f,f,97,0,
698,t,t,96,0,
699,h,h,96,0,
700,e,e,96,0,
701,C,C,95,0,
702,o,o,95,0,
703,m,m,95,0,
704,p,p,95,0,
705,a,a,95,0,
706,n,n,95,0,
707,i,i,95,0,
708,e,e,95,0,
709,s,s,95,0,
710,R,R,96,0,
711,e,e,96,0,
712,g,g,96,0,
713,i,i,96,0,
714,s,s,96,0,
715,t,t,96,0,
716,r,r,96,0,
717,y,y,96,0,
718,",",",",96,0,
719,n,n,96,0,
720,o,o,96,0,
721,c,c,96,0,
722,o,o,96,0,
723,v,v,96,0,
724,e,e,96,0,
725,r,r,96,0,
726,i,i,96,0,
727,n,n,96,0,
728,g,g,96,0,
729,l,l,96,0,
730,e,e,96,0,
731,t,t,96,0,
732,t,t,96,0,
733,e,e,96,0,
734,r,r,96,0,
735,i,i,96,0,
736,s,s,96,0,
737,r,r,96,0,
738,e,e,96,0,
739,q,q,96,0,
740,u,u,96,0,
741,i,i,96,0,
742,r,r,96,0,
743,e,e,96,0,
744,d,d,96,0,
745,D,D,95,0,
746,e,e,95,0,
747,a,a,95,0,
748,d,d,95,0,
749,l,l,95,0,
750,i,i,95,0,
751,n,n,95,0,
752,e,e,95,0,
753,f,f,95,0,
754,o,o,95,0,
755,r,r,95,0,
756,D,D,96,0,
757,e,e,96,0,
758,l,l,96,0,
759,i,i,96,0,
760,v,v,96,0,
761,e,e,96,0,
762,r,r,96,0,
763,y,y,96,0,
764,o,o,95,0,
765,f,f,95,0,
766,t,t,95,0,
767,h,h,95,0,
768,i,i,95,0,
769,s,s,95,0,
770,F,F,96,0,
771,o,o,96,0,
772,r,r,96,0,
773,m,m,96,0,
774,4,,,1,
775,T,T,96,0,
776,h,h,96,0,
777,i,i,96,0,
778,s,s,96,0,
779,f,f,96,0,
780,o,o,96,0,
781,r,r,96,0,
782,m,m,96,0,
783,m,m,96,0,
784,u,u,96,0,
785,s,s,96,0,
786,t,t,96,0,
787,b,b,96,0,
788,e,e,96,0,
789,d,d,96,0,
790,e,e,96,0,
791,l,l,96,0,
792,i,i,96,0,
793,v,v,96,0,
794,e,e,96,0,
795,r,r,96,0,
796,e,e,96,0,
797,d,d,96,0,
798,t,t,96,0,
799,o,o,96,0,
800,t,t,96,0,
801,h,h,96,0,
802,e,e,96,0,
803,R,R,96,0,
804,e,e,96,0,
805,g,g,96,0,
806,i,i,96,0,
807,s,s,96,0,
808,t,t,96,0,
809,r,r,96,0,
810,a,a,96,0,
811,r,r,96,0,
812,f,f,96,0,
813,o,o,96,0,
814,r,r,96,0,
815,r,r,96,0,
816,e,e,96,0,
817,g,g,96,0,
818,i,i,96,0,
819,s,s,96,0,
820,t,t,96,0,
821,r,r,96,0,
822,a,a,96,0,
823,t,t,96,0,
824,i,i,96,0,
825,o,o,96,0,
826,n,n,96,0,
827,w,w,96,0,
828,i,i,96,0,
829,t,t,96,0,
830,h,h,96,0,
831,i,i,96,0,
832,n,n,96,0,
833,4,4,96,0,
834,2,2,96,0,
835,d,d,96,0,
836,a,a,96,0,
837,y,y,96,0,
838,s,s,96,0,
839,a,a,96,0,
840,f,f,96,0,
841,t,t,96,0,
842,e,e,96,0,
843,r,r,96,0,
844,t,t,96,0,
845,h,h,96,0,
846,e,e,96,0,
847,d,d,96,0,
848,a,a,96,0,
849,t,t,96,0,
850,e,e,96,0,
851,t,t,96,0,
852,o,o,96,0,
853,w,w,95,0,
854,h,h,95,0,
855,i,i,95,0,
856,c,c,95,0,
857,h,h,95,0,
858,t,t,95,0,
859,h,h,95,0,
860,e,e,95,0,
861,r,r,90,0,
862,e,e,90,0,
863,t,t,90,0,
864,u,u,90,0,
865,r,r,90,0,
866,n,n,90,0,
867,i,i,90,0,
868,s,s,90,0,
869,m,m,67,0,
870,a,a,67,0,
871,d,d,67,0,
872,e,e,67,0,
873,u,u,67,0,
874,p,p,67,0,
875,b,b,96,0,
876,y,y,96,0,
877,p,p,96,0,
878,o,o,96,0,
879,s,s,96,0,
880,t,t,96,0,
881,o,o,96,0,
882,r,r,96,0,
883,i,i,96,0,
884,n,n,96,0,
885,p,p,96,0,
886,e,e,96,0,
887,r,r,96,0,
888,s,s,96,0,
889,o,o,96,0,
890,n,n,96,0,
891,t,t,96,0,
892,o,o,96,0,
893,"""","""",96,0,
894,T,T,96,0,
895,h,h,96,0,
896,e,e,96,0,
897,C,C,96,0,
898,o,o,96,0,
899,m,m,96,0,
900,p,p,96,0,
901,a,a,96,0,
902,n,n,96,0,
903,i,i,96,0,
904,e,e,96,0,
905,s,s,96,0,
906,R,R,95,0,
907,e,e,95,0,
908,g,g,95,0,
909,i,i,95,0,
910,s,s,95,0,
911,t,t,95,0,
912,r,r,95,0,
913,y,y,95,0,
914,",",",",95,0,
915,1,1,96,0,
916,4,4,96,0,
917,t,t,96,0,
918,h,h,96,0,
919,f,f,96,0,
920,l,l,96,0,
921,o,o,96,0,
922,o,o,96,0,
923,r,r,96,0,
924,",",",",96,0,
925,Q,Q,96,0,
926,u,u,96,0,
927,e,e,96,0,
928,e,e,96,0,
929,n,n,96,0,
930,s,s,96,0,
931,w,w,96,0,
932,a,a,96,0,
933,y,y,96,0,
934,G,G,96,0,
935,o,o,96,0,
936,v,v,96,0,
937,e,e,96,0,
938,r,r,96,0,
939,n,n,96,0,
940,m,m,96,0,
941,e,e,96,0,
942,n,n,96,0,
943,t,t,96,0,
944,O,O,96,0,
945,f,f,96,0,
946,f,f,96,0,
